,Latitude,Longitude
All American Preservation Services,41.55721309999999,-81.4906884
All Health Chiropractic Wellness Center,41.5950282,-81.4910517
All Phase Remodeling & Mechcls,41.617408,-81.515046
All-American Services,41.4546198,-81.5993733
Allen's Tranquil Studio,41.490739,-81.70911
Alliance Carpentry,41.61430300000001,-81.51006199999999
Allied Exterminating Inc,41.4543449,-81.7742002
Allied Piano Movers,41.54130579999999,-81.57112049999999
Allied Plumbing & Heating Co,41.4560141,-81.768452
Alternatives For Life LLC,41.590234,-81.50357090000001
Amana Islamic Fashions,41.457953,-81.779186
Amana My Way Deli,41.45594499999999,-81.596301
Amazon,41.55733689999999,-81.530233
Ambassadors For Christ,41.620885,-81.50515399999999
American Bumper Corporation,41.4488479,-81.70259209999999
American Legion,41.5912549,-81.535499
American National University (ANU) - Cleveland OH,41.58460340000001,-81.48741489999999
"Amir Jassani, PHD",41.4211768,-81.5978583
Andre Payten - State Farm Insurance Agent,41.60043599999999,-81.526816
Andrews Bolden & Associates,41.457349,-81.76854879999999
Andys Empire Construction and Demolition,41.43771,-81.707397
Angela Mia Pizza,41.5417017,-81.5704824
Animal Medical Center of Euclid,41.6158166,-81.5145959
Anitas Tender Loving Day Care,41.527719,-81.608142
Ann Cobb Liquidation,41.4513221,-81.7021049
Anointed Gates Family Home,41.539146,-81.56889
"Anthony R. Ramirez, LPT",41.5164398,-81.6385336
Any Time Any Place Cartage Co,41.476851,-81.597714
Anytime Fitness,41.48692,-81.76675
Appian Builders,41.4353098,-81.6339364
April Ely Photography LLC,41.59714899999999,-81.511456
Aqua Limo & Ground Transportation Group,41.417163,-81.7497595
Arbor Park Village,41.49199959999999,-81.6612553
Arca Inc,41.548377,-81.563222
Archie's Lake Shore Bakery,41.573077,-81.5776795
Arlington Av & Eddy Rd,41.534439,-81.598534
Arlington Av & Thornhill Dr,41.533911,-81.59978699999999
Around Down Town Catering,41.4901226,-81.6638251
"Art House, Inc.",41.4501532,-81.7039482
Arthur Bennett,41.43681,-81.705839
Artist of Life,41.4383752,-81.6209973
Arts Collinwood,41.5709337,-81.5717433
"Ascon Solutions, Ltd",41.4872346,-81.7624233
Ask Dr. Mac',41.5273309,-81.5398657
Aspen Fasteners LLC,41.55004699999999,-81.5904709
Aswift Rooter,41.58851500000001,-81.556051
Athens Pizzeria,41.46396360000001,-81.74504309999999
Atlantic Office Systems,41.595035,-81.49102700000002
Atwood Industries Inc,41.493391,-81.70761499999999
"Aubra D. Cummings, LPN",41.5988718,-81.5118305
Audreys Chocolates,41.4758523,-81.5893519
Auto Glass Specialists,41.5970986,-81.5302815
Auto Pro Automotive,41.459952,-81.773938
AutoZone,41.5191562,-81.6360509
Autos Direct Credit,41.436236,-81.707973
Avalon Services LLC,41.5725688,-81.57979399999999
Avenue Care & Rehab Center,41.433274,-81.50512499999999
Awad Harby Matta,41.61289499999999,-81.516352
"Aziza P. Spencer, LPN",41.5579006,-81.5311771
B & E Metal Trims Inc,41.596692,-81.49569
B & M Bar-B-Q & Catering,41.57315399999999,-81.57550499999999
B G M Community Outreach,41.531311,-81.60448199999999
BDL General Contracting,41.59645800000001,-81.49609799999999
BEK Truck Dispatch,41.4721959,-81.635398
BFLY Magazine,41.5950299,-81.4910974
BOSE PRODUCTS FROM RICK,41.605007,-81.444188
BP,41.604104,-81.439492
BT Expressed Taxi Cab & Ride Sharing Transportation Company,41.47806300000001,-81.754519
BTU Comfort Solutions,41.4796226,-81.75549029999999
Babbitt Rd & E 237th St,41.598157,-81.516514
Babbitt Rd & E 239th St,41.597302,-81.51576600000001
Babbitt Rd & Gay St,41.604856,-81.522697
Babbitt Rd & N Lakeland Blvd,41.595731,-81.514451
Backtrax All Occasion Dj,41.424221,-81.691581
Bad Co Custom Design LLC,41.453645,-81.606841
"Baker, Baker & Baker LLC",41.5000539,-81.6957753
Balance,41.4373987,-81.5211041
Ballons & Gifts,41.47497499999999,-81.59429399999999
Banks Robert,41.460248,-81.588286
Baptist Christ Star Missionary,41.4738621,-81.5920719
Bar Louie,41.49927280000001,-81.69866499999999
Barack Obama Elementary School,41.39825580000001,-81.5726938
"Barbara Liddell, RN",41.5468532,-81.5606924
"Barbara Saar, DPM",41.5817805,-81.4898108
Barley House Cleveland,41.500587,-81.69917439999999
Bartlett Av & E 151st St,41.457508,-81.57570199999999
Bartlett Av & E 153rd St,41.457602,-81.5741
Bartlett Av & E 154th St,41.457528,-81.57324799999999
Batter Sweet Bakery,41.49731999999999,-81.629199
Beachland Ballroom & Tavern,41.5714111,-81.5704402
Bearcreek Apartments,41.3990775,-81.50988269999999
Bearing Distributors,41.4513221,-81.7021049
Beau-Monde Salon,41.499615,-81.62812799999999
"Beauty's Natural, Inc.",41.40817920000001,-81.500337
Bedford Green Apartments,41.39369550000001,-81.5630767
Bedford Place Apartments,41.393611,-81.561893
Beech Brook Family Drop-In Center,41.48865480000001,-81.6482771
Begin Farming Ohio,41.57630499999999,-81.56054
Bellaire Citgo,41.4467268,-81.7674013
Benard's Construction,41.4316345,-81.49283729999999
"Benita W. Burch, LPN",41.53934919999999,-81.56827600000001
Berkel/Off Sales & Services,41.431993,-81.632862
Bethany Baptist Church,41.5238553,-81.6150784
Bethany Baptist Church Food Bank,41.52390250000001,-81.6151558
Bethany Christian Church,41.4510192,-81.6033209
Bethel Church of Cleveland Hgt,41.528153,-81.541332
Bethel Seventh-day Adventist,41.5161323,-81.6368974
"Beverly Phillips, RN",41.393611,-81.561893
Big Creek Parkway,41.41337669999999,-81.7534065
Big Gus Onion Rings Inc,41.43683,-81.620937
Bishop Park Apartments,41.587663,-81.4795556
Bishop Towers Guard House,41.587579,-81.482276
Black Diamond Enterprises LLC,41.43761599999999,-81.629041
Blake Transportation,41.46234,-81.741753
Blazing Saddle Cycle,41.48222820000001,-81.73635759999999
Blue Arrow Records & Books,41.571351,-81.569183
Blue Point Grille,41.49967530000001,-81.69895679999999
Bmt Machine,41.433521,-81.63385199999999
Bob Adams Automotive,41.39289000000001,-81.5651
Bob Kaczmarek Pest Control,41.423383,-81.697691
Bob's Place,41.586732,-81.54050500000001
Bold Alternatives,41.434409,-81.493502
Bonneville Apartments,41.620495,-81.504471
Bonneville Tower Condo,41.62229869999999,-81.5034371
Boost Mobile,41.46408,-81.58415699999999
Boost Mobile Store by Allied Communications- Kinsman,41.4641051,-81.5841586
Boost Mobile Store by Fresh Cells,41.519271,-81.63674499999999
Boost Mobile Store by Mawi 1 Wireless,41.5415776,-81.6036214
Borodi Refinishing,41.538702,-81.5292448
Bounce Nightclub Hinge Lounge,41.49073509999999,-81.7099892
Bowes Manufacturing Inc,41.541182,-81.530576
Boys & Girls Clubs-Cleveland,41.4891951,-81.64861499999999
"Brandon M. Johnson, SWT",41.4809587,-81.60050849999999
Brasa Grill Brazilian Steak,41.4986953,-81.7006894
Brassco LLC,41.596042,-81.497779
"Brenon Lett, LPN",41.442528,-81.52147699999999
Brian Jackson Dental,41.5886536,-81.4790697
Briarwood Greens Pro Shop,41.60827,-81.5163613
"Briarwood Products, Inc.",41.4494203,-81.70258869999999
Bridgeview Apartments,41.4987666,-81.70063909999999
Bridgeway,41.48062520000001,-81.7482352
Bright Futures Child Care,41.5380049,-81.5713981
Brightside Academy,41.464729,-81.584255
Bring It On Entertainment,41.4011319,-81.574725
Broadview Cut-Rate,41.437846,-81.698773
Broadview Gardens Apartments,41.4230035,-81.6957805
Broadview Rd & Pleasantdale Rd,41.42249199999999,-81.696137
Broadview Rd & Ralph Av,41.423965,-81.69680199999999
Broadview Rd & Silverdale Av,41.422198,-81.69615399999999
Broadview Rd & Valley Rd,41.438254,-81.699514
Brooklawn Elementary School,41.4480996,-81.7699092
Brooklyn Associates,41.4402826,-81.6967045
Brooklyn Fire Department,41.44059709999999,-81.7431306
Brookview Commons,41.4402826,-81.6967045
Brother Hubbard Cupboard,41.4886402,-81.6482518
Brothers of the Holy Spirit,41.44418,-81.74584
Brown Ink Design,41.5731858,-81.568372
Brownie's Beauty Salon,41.453452,-81.609222
Browns Pest Control,41.453241,-81.61440999999999
"Bruce T. Davis, LPN",41.4394232,-81.61992699999999
Bubbles & Brushes,41.4577256,-81.77826309999999
Budget Truck Rental,41.417163,-81.7497595
Buffex Metal Finishing,41.4787045,-81.7492099
Bump Taylor field,41.5342176,-81.6014598
Burger King,41.4827049,-81.7367972
Burning River Marketing,41.58645800000001,-81.54040599999999
Butera Manufacturing Inc,41.54882,-81.590474
Butler Landscaping Inc,41.5876699,-81.48199489999999
C J Beverage,41.6147956,-81.51511599999999
CCJR AUCTIONS LLC,41.4956251,-81.7076215
CMB Soul Food,41.4638761,-81.5954644
CRI Inc,41.435436,-81.508752
CVS,41.47733879999999,-81.753382
CVS Pharmacy,41.477343,-81.7533784
Cafe Miami,41.43131460000001,-81.70707949999999
Caire Electric,41.4406477,-81.62711929999999
Camping n Hunting,41.4513221,-81.7021049
Campus Life,41.464852,-81.726417
"Candace L. Lenyard, LPN",41.396133,-81.56562
Candlewood Park Healthcare Center,41.5268107,-81.583922
Capitol Theatre,41.484375,-81.73040499999999
Captain Tees Custom T Shirt Printing,41.465204,-81.7225229
Car Brokers,41.4011319,-81.574725
"Cara R. Berg, CNP",41.40911399999999,-81.499706
Cardtronics ATM,41.4426211,-81.5274092
Care Alliance Health Center,41.48865480000001,-81.6482771
Care Assisted Living,41.559975,-81.570635
CareerIQ,41.4319008,-81.6302015
Carefree Cartage,41.4956251,-81.7076215
Carmen's Custom Window Treatments,41.5129583,-81.577327
Carpet Design By Arida,41.414962,-81.747835
Carpet Guard,41.43792,-81.70022
"Carrie A. Bryson, LPN",41.5755503,-81.5657483
Cash Depot,41.476161,-81.5981183
Casino East Nite Club,41.5488579,-81.5860221
"Cassandra E. Mills, LPN",41.5281646,-81.6108071
"Catherine E. Bryant, LPN",41.44089899999999,-81.52068299999999
Catholic Charities,41.48105,-81.73901099999999
Catholic Charities Health,41.4810652,-81.7392809
Catholic Marriage & Family Office,41.480619,-81.738919
Catholic Pro Life Office,41.480619,-81.738919
Cedar Av & E 83rd St,41.499938,-81.629869
Celebrity School of Music,41.4341993,-81.4933772
Cell Phone USA,41.5273309,-81.5398657
Center Crossings,41.45077750000001,-81.7018471
Central Family Resource Center,41.4886402,-81.6482518
Centralian Consulting Services,41.590234,-81.50357090000001
Chalupa Seafood & Grill,41.442621,-81.527372
Chambers Elementary School,41.5403177,-81.5822135
Chandra Law Firm,41.50066499999999,-81.69898300000001
Chapman E J,41.450116,-81.601759
Charles A Mooney School,41.4351661,-81.7052155
Chase Bank,41.58313400000001,-81.48714799999999
Chase Mortgage,41.5831171,-81.48716569999999
Cheap Tobacco Express,41.42387840000001,-81.6968516
Chemsol Products Inc,41.561319,-81.56668499999999
Chldrens World Childcare,41.574673,-81.56916199999999
Choices Luxury Lounge,41.589518,-81.500658
"Chrissy L. White, LPN",41.5850262,-81.54453720000001
Christ Lutheran Church,41.43194700000001,-81.71328199999999
Christ Renews His Parish,41.5902036,-81.50121320000001
Christian Fellowship Center,41.5737995,-81.5796447
"Christine M. Zeh, LPC",41.4809587,-81.60050849999999
Christine's Bar & Lounge,41.5494418,-81.5855763
"Chunni Song, LPC",41.4809587,-81.60050849999999
Churchill Towers,41.37975790000001,-81.7506391
Circle K,41.3800112,-81.7466269
Circle of Learning,41.49351799999999,-81.660309
Cirque Du Kids,41.572924,-81.577654
Citadel-Inner Peace Wellness,41.529117,-81.54012999999999
Citi Tax Refund Inc.,41.55025919999999,-81.5834896
City Slicker Clothing,41.4334522,-81.7112069
City of Euclid Roosevelt Pool,41.5912549,-81.535499
Clark Gas,41.4498404,-81.7022957
Clark Oil,41.58543,-81.54048
Clark's Off the Topp Barber,41.51535820000001,-81.6219673
Clarkwood Greens Apartments,41.431147,-81.50891399999999
Clarkwood Pkwy & Northfield Rd,41.442423,-81.527304
"Clarrissa M. Lyons, Nurse",41.4913537,-81.6555487
Classic Ice Cream Shop,41.4650401,-81.7469612
Cleveland Auto Connection,41.549043,-81.56260300000001
Cleveland Boomerang School,41.61824000000001,-81.51179499999999
Cleveland Child Care,41.464852,-81.726417
Cleveland Christian Homes,41.4765812,-81.7544808
Cleveland City-Department-Public,41.5403003,-81.6070646
Cleveland Clinic - Hillcrest Hospital,41.519287,-81.43484000000001
Cleveland Clinic - Marymount Hospital,41.42063,-81.597815
Cleveland Clinic Ambulatory Pharmacy,41.5188028,-81.4351708
Cleveland Clinic Glickman: Boyd Jonathan C MD,41.5189189,-81.435332
Cleveland Clinic Obg,41.5189189,-81.435332
Cleveland Clinic: Botham Mark J MD,41.5189189,-81.435332
Cleveland Clinic: Nasr Christian MD,41.5188509,-81.4353666
Cleveland Clinic: Sayegh Touhama Y MD,41.5189189,-81.435332
Cleveland Cory Recreation Center,41.5269666,-81.6151257
Cleveland Crossroads,41.5167759,-81.5750394
Cleveland Fairfax Recreation,41.495334,-81.63009699999999
Cleveland Glenville Recreation,41.5383827,-81.6059633
Cleveland Heights,41.527758,-81.53774
Cleveland Heights : Forestry,41.5149644,-81.5743809
Cleveland Heights Community,41.5156983,-81.572648
Cleveland Ink Works,41.4606393,-81.7727949
Cleveland Lonnie Burten Center,41.491499,-81.6548298
Cleveland Lumber Company,41.4775509,-81.7484757
Cleveland Maennerchor,41.431467,-81.706909
Cleveland Metropolitan School District,41.5239674,-81.628391
Cleveland Municipal Court,41.50174059999999,-81.6968299
Cleveland Municipal School,41.48806070000001,-81.6543844
Cleveland Plastic Fabricators,41.59173459999999,-81.5037718
"Cleveland Plating, LLC",41.55004699999999,-81.5904709
Cleveland Plays,41.4948486,-81.7080677
Cleveland Printing & Offset,41.4332607,-81.7066593
Cleveland Probation Department,41.4886402,-81.6482516
Cleveland Produce Terminal,41.4892894,-81.6640961
Cleveland Public Library,41.4383374,-81.707188
Cleveland Public Library - Glenville Branch,41.5410302,-81.602461
Cleveland Public Library - Hough Branch,41.51417290000001,-81.6231708
Cleveland Public Library - Mt. Pleasant Branch,41.4640399,-81.5844501
Cleveland Public Library - Walz Branch,41.48190799999999,-81.7396478
Cleveland Public Library - Woodland Branch,41.48755800000001,-81.64934699999999
Cleveland Public Theatre,41.4841511,-81.72944480000001
Cleveland Right To Life,41.4337478,-81.70668069999999
Cleveland Surgical Associates: Parks Jeffrey MD,41.5189189,-81.435332
Cleveland Treatment Center,41.48865480000001,-81.6482771
Cleveland Violins,41.5135793,-81.57584179999999
Cleveland Youth Landscaping Program,41.5383827,-81.6059633
"Cleveland's Premier In-Home Personal Training, Personal Trainer Services",41.461126,-81.74351229999999
"Clifford Mills, PTA",41.58746989999999,-81.5038173
Clifton Cleaners,41.48669999999999,-81.762113
Clifton Minimarket,41.48671360000001,-81.7616541
Clifton Park Apartments,41.4871724,-81.7646735
Clifton Plaza Apartments,41.48740799999999,-81.765494
Cloud Florist,41.5001795,-81.6305086
Collinwood Pentecostal Church,41.56171669999999,-81.56984589999999
Colonial Cleaners,41.5755048,-81.5721147
Colonial Park Townhomes,41.557337,-81.530233
Color Me Beautiful,41.4638891,-81.5954643
Columbus Park,41.3978654,-81.5103189
Community College Av & E 35th St,41.4937925,-81.663714
Community College Av & E 38th St,41.493277,-81.660478
Community Merchant Services,41.5886799,-81.48010099999999
Community United Head Start & Day Care,41.49356390000001,-81.7103726
Community of Faith Assembly,41.4661538,-81.64781239999999
Comprehensive Kidney Care Inc,41.380859,-81.74765099999999
Comprehensive Kidney Care Inc: Flauto Ronald DO,41.380859,-81.74765099999999
Conard Holdings LLC,41.541104,-81.530473
Connee Ryan Designs,41.5575408,-81.5331751
Constellation Schools: Collinwood Village Academy,41.56113420000001,-81.5727081
Constellation Schools: Old Brooklyn Community Middle,41.4339517,-81.7074885
Consulate General of Slovenia,41.5000539,-81.6957753
Container Port Group,41.58699149999999,-81.5097054
Convenient Food Mart,41.5862078,-81.5405373
Cooley Avenue Church of God,41.45385590000001,-81.7740534
Cooley Lounge,41.454088,-81.779945
Cooseman's Cleveland Inc (Cleveland Coosemans,41.4891789,-81.6621601
"Cora M. Wright, RN",41.5992477,-81.4936706
"Cordelia Marsh, RN",41.4750579,-81.5991595
CoreElement,41.58645800000001,-81.54040599999999
Coreno's Video Discount,41.4579577,-81.7791032
Corlett Av & E 120th St,41.455603,-81.599413
Corlett Av & E 124th St,41.455622,-81.59655699999999
Corlett Av & E 127th St,41.4557644,-81.5941409
Corporate Image,41.43347079999999,-81.70697990000001
Corsi Landscape Co,41.43872100000001,-81.632508
Cory Head Start Center,41.52641099999999,-81.615028
Cory Methodist Church Credit Union,41.52641099999999,-81.615028
Cory United Methodist Church,41.52641099999999,-81.615028
Country Ln & Cambridge Ln,41.4313022,-81.4914841
Covenant Community Church,41.467697,-81.59957899999999
Coventry Shoe & Leather Repair,41.5116762,-81.5796747
Craciun Berry Funeral Home,41.4832996,-81.73450969999999
Crawford Road Christian Church,41.5127499,-81.623626
CreativeSpirit2able,41.510586,-81.62275
Cresthaven Development,41.5759935,-81.561069
Crew of 2 Clothing Apparel,41.5397823,-81.60367389999999
Crockett William F,41.4570838,-81.61239139999999
Crossroads For Youth Cleveland,41.4765798,-81.7547994
Crosstown Land And Sea Restaurant,41.5757692,-81.5595533
Crosstown Tire & Auto,41.4556443,-81.61521479999999
"Crystal Lawson, LPN",41.45543989999999,-81.5957762
Crystal Tower,41.540701,-81.566028
CtownSaver.com,41.4307255,-81.48994689999999
Cuddle Puddle,41.583341,-81.49264099999999
Cudell Commons,41.4790337,-81.7525517
Cudell Fine Arts Center,41.4790113,-81.75321149999999
Cudell Recreation Center,41.4791469,-81.75258000000001
Cuff N Stuff,41.583909,-81.5432828
Curiosity's Shoppe & Cafe,41.4562324,-81.76863139999999
Curtis Red Entertainment,41.5611642,-81.5490626
Cuyahoga County Common Pleas Court,41.50163829999999,-81.69688719999999
Cuyahoga County Diaper Bank,41.5481189,-81.5860752
Cuyahoga County Employment,41.4649585,-81.5865012
Cuyahoga County Metzenbaum Center,41.4945098,-81.6640757
Cuyahoga Housing Authority,41.49217099999999,-81.709958
Cuyahoga Metropolitan Housing Authority,41.4803069,-81.7493849
Cuyahoga Plastics,41.5912381,-81.5084409
Cyngier Heating & Air Conditioning,41.4329235,-81.6317189
D & K Home Remodeling,41.46233600000001,-81.587649
D & L Landscaping LLC,41.603339,-81.528645
D B Roberts Co,41.55791,-81.486746
D Brady Trucking Inc,41.49739400000001,-81.628749
D&T Market,41.4381496,-81.6284843
D's Beverage & Deli,41.437396,-81.698527
D's Unique Fashions,41.476947,-81.595872
"DECIMAL POINT BUSINESS SERVICES, INC.",41.46571,-81.597284
DLI Enterprises,41.399701,-81.5686829
DNEO Parma Heights Web Design,41.3792407,-81.7483318
DQ / Orange Julius,41.5811969,-81.4908172
DaVita Detroit Road Dialysis,41.4818755,-81.7396298
Dahhah.com,41.615975,-81.514775
Dale A Kates & Associates,41.43401939999999,-81.49405519999999
Dale's Karr Parts,41.4342083,-81.7065537
Dalhart,41.4560933,-81.7797253
"Danielle D. Moore, LPN",41.5579872,-81.5329266
Danny's Service,41.5583373,-81.5488022
"Darlene Lamb, LISW",41.4809587,-81.60050849999999
"Darlene Maxwell, PSN",41.597328,-81.491045
"Darlene S. Jackson, RN",41.584349,-81.49074399999999
Datacore Consulting,41.4237049,-81.6963419
Dave's Supermarket,41.49203929999999,-81.6587273
Dave's Supermarkets,41.578536,-81.569487
David E. Mills,41.4988193,-81.7008219
David Toguchi Landscape Arch,41.61659909999999,-81.51571059999999
Davis Arlyn,41.477613,-81.590109
Davis Gregory J MD,41.559617,-81.54862899999999
Deaconess-Zane Center,41.43854,-81.704453
Dean Supply Company,41.490065,-81.664795
"Debra Lieske, RPH",41.43836599999999,-81.706445
Deerhaven Group Auto and Marine,41.4959069,-81.70809059999999
Delker Manufacturing Inc,41.59359860000001,-81.4994599
"Delores E. Harris, RN",41.5374215,-81.6048551
Demex Management Co,41.59617850000001,-81.49695439999999
"Denise E. Donatelli, RN",41.5156888,-81.5765871
Denison Elementary School,41.451638,-81.7041749
Denison Food Mart,41.46543880000001,-81.7480248
"Dennis Young, LSW",41.4809587,-81.60050849999999
Deo Unlimited,41.45605700000001,-81.597573
Design Electric LLC,41.5758253,-81.5600707
Design Visions Inc,41.43168439999999,-81.7069526
Designated Driver,41.527308,-81.611543
Detroit Terrace Apartments,41.48169600000001,-81.740585
Deveney Charles D,41.60008200000001,-81.52706599999999
Dickens Hair Care,41.4901868,-81.6586765
Differentneedz.com,41.5000194,-81.69581319999999
Dike Montessori Elementary School,41.4903294,-81.6465173
Dike School of the Arts,41.49042559999999,-81.6474271
"Direct Satellite Service, Inc.",41.4494888,-81.76874289999999
Dirva Lithuanian Newspaper,41.5860771,-81.54102739999999
Discount Center Inc,41.48042299999999,-81.599738
Discovery Center,41.464517,-81.5864179
Discovery Pre-School,41.5260316,-81.5401816
Dog Daze grooming Salon,41.5864988,-81.5401854
DogTropolis Dog Daycare and Dog Boarding,41.5406447,-81.53000899999999
Dollar & Deals,41.5502542,-81.5834256
Dollar General,41.5936187,-81.4941049
Dollar Tree,41.584913,-81.48646099999999
Don's Shorts Bp,41.4375623,-81.62835369999999
Dorchester Village Apartments,41.5836226,-81.4901378
Dorothy's Beauty Salon,41.4999396,-81.6293944
"Doryan D. Noel, RN",41.6224622,-81.50216569999999
Dove Playground,41.4521163,-81.6148106
Downtown Cleveland Self Storage,41.49570329999999,-81.7079672
Dr Transportation,41.4721959,-81.635398
"Dr. Amanda Kalan, MD",41.5188509,-81.4353666
"Dr. Angela M. Hardwick, MD",41.529152,-81.5419749
"Dr. Carleton Wu, MD",41.52522200000001,-81.58267
"Dr. Charanjit S. Bahniwal, MD",41.52522200000001,-81.58267
"Dr. Creighton G. Heyl, DO",41.580728,-81.49167299999999
"Dr. Deepa Prasad, MD",41.6041252,-81.44148659999999
"Dr. Dug Soo Kim,",41.4598286,-81.7743265
"Dr. Edward A. Haass, DO",41.4324424,-81.5054677
"Dr. Ellen M. Kilmartin, MD",41.4809587,-81.60050849999999
"Dr. Helen Vafaie, DO",41.4809587,-81.60050849999999
"Dr. Joseph K. Daprano, MD",41.5403003,-81.6070646
"Dr. Martin F. Wieczorek, MD",41.581702,-81.48993399999999
"Dr. Miriam L. Vishny, MD",41.5188509,-81.4353666
"Dr. Neil C. Perko, Optometrist",41.62030800000001,-81.502173
Dr. Pamela Hruby,41.4211768,-81.59785819999999
"Dr. Prasad Ravi, MD",41.6041252,-81.44148659999999
"Dr. Richy Lee, MD",41.52522200000001,-81.58267
"Dr. Sami Moufawad, MD",41.580752,-81.4891675
"Dr. Steven A. Fisher, MD",41.58090389999999,-81.488839
"Dr. Susan M. Apte, MD",41.4323672,-81.5063637
"Dr. Teresa M. Piotrowicz, MD",41.5570478,-81.4906888
"Dr. Vaveen Ballem, MD",41.4322395,-81.50522579999999
"Dr. Yuji Umeda, MD",41.52522200000001,-81.58267
Dream Makers Investments,41.5346,-81.599646
Dream Writer Communications & Publishing,41.5950282,-81.4910518
Driven To You Barber Stylist,41.5608832,-81.54842219999999
