,Latitude,Longitude
Horizon Science Academy High School,40.0621869,-82.9909946
I Force,40.062009,-82.989452
ITegrity Solutions Group,40.06475899999999,-82.413027
Information Management Resources,39.92643959999999,-82.88496889999999
Inner-Circle Communities,39.9368712,-82.8888849
Insurance Specialists,39.9380128,-82.88538609999999
Jackson Hewitt Tax Service,39.9268662,-83.12045300000001
Jeni's Splendid Ice Creams,39.9719897,-83.0041591
Jmac Inc,39.96935119999999,-83.0063849
Jo-Ann Fabrics and Crafts,40.03028,-82.44124
Joy Lucky,39.8934681,-83.0845511
K C Men's Clothing,39.9207674,-82.8782789
KG Photography & Design,40.0610978,-82.9018207
KK Computer Support,39.9268662,-83.12045300000001
Kanji Japanese Steakhouse,40.03328349999999,-82.443708
Kelly BMW,40.059522,-82.90575799999999
Kimberly Court,39.92478039999999,-82.8867441
Kimberly Parkway KinderCare,39.92599239999999,-82.887244
Kimberly Pkwy N & Mercedes Ln,39.92610699999999,-82.88645199999999
Kinder Care Learning Center,39.93656,-82.82767100000001
Kingshill Court Apartments,40.0637582,-82.99043560000001
Kitchen Tables & More,40.05936,-82.905439
Kulesa Christina DDS,39.9260081,-82.88718659999999
La Gran Comision Wesleyan Church,39.94059600000001,-83.14169
La Mariposa Bridal,39.941301,-83.14185499999999
La Michoacana Market,39.9410385,-83.141674
Lake Eden Columbus LLC,39.94073300000001,-83.13804300000001
Lancaster Ave & Marlan Ave,39.96860400000001,-82.80817100000002
Lancaster Ave & Wind River,39.968834,-82.80836599999999
Laundromat La Laguna,39.9413012,-83.1418551
Legacy Home Health Care,40.062009,-82.989452
Lehman Family Pest Control Co,39.543792,-82.41661599999999
Lend A Hand,40.066571,-82.987696
Liberty Tax Service,39.542017,-82.4206044
Licking Valley Driving School,40.06207319999999,-82.41537249999999
Ligon & Co,39.934232,-82.9509719
Little Caesars Pizza,40.0625183,-82.41618609999999
Logan Animal Clinic,39.5421609,-82.4201618
Logan Community Thrift & Consignment,39.541508,-82.4189289
"Loletha Horton, LPN",39.963466,-82.9126087
Loyal Order of Moose,39.9231904,-83.0913913
Lucy Noelle Beauty Shop & Day Spa,39.920326,-82.87809759999999
MONTROSE SQ.,39.9264406,-82.88670789999999
Maple Glen Apartments,39.925634,-82.93826
Marathon Gas,39.9109338,-82.82012
Marshall Fred L,39.937842,-82.95174399999999
Mattress One Furniture Co,40.0303041,-82.441267
Mc Neals Country Candles,39.9424814,-83.13897419999999
McDonald's,39.89499319999999,-83.0819969
McNeals Webhosting And Design Company LLC,39.94193000000001,-83.1389033
Medical Comfort Home Health,39.9262363,-82.8849888
"Megan M. Devol, DPT",39.9663659,-83.15480880000001
Mike Mercer Auto Sales,39.5418517,-82.42004469999999
Milton C Mason OD,39.5418392,-82.4157188
MoneyGram,39.91022979999999,-82.823488
Montrose Square Apartments,39.9269135,-82.8866053
Morse Road Family Dental Group,40.062038,-82.990061
Mortified Books,39.93682270000001,-82.8254477
Motor Vehicles Bureau,39.8915031,-83.0826443
Mr.Roberts Cuts Barber Beauty,39.92032399999999,-82.8786789
Mullins Inc,39.94092899999999,-83.14188539999999
Nationwide Arena,39.9692575,-83.00599220000001
Nehal Psychiatric Group,40.061956,-82.9900328
Neighborhood Tech Store,39.911782,-82.8182224
New Bridge Commons,39.929502,-83.1196609
Newark Cleaners & Shoe Repair,40.0303874,-82.4412591
Newark Digital Academy,40.0641218,-82.4166652
"Newcomer Funeral Home & Crematory, Southwest Chapel",39.8948657,-83.083446
"Nicole R. Ransom, LPN",39.93742110000001,-82.8856282
Nida's Sushi,39.97220340000001,-83.0043839
Noble Park Apartments,39.9637576,-83.1517645
North Market,39.9719116,-83.0043161
Nutty Grind Music Group,39.91611830000001,-83.1106329
O'Malley's Lounge,39.941454,-83.141683
Oak Run Apartments,39.94031450000001,-83.1411272
Oakleaf Contracting LLC,39.938526,-82.823642
Oakleaf Family and Cosmetic Dentistry,39.9259405,-83.119068
Occasions By J & K Catering,40.0620045,-82.4151014
"Ohio Auto Loan Services, Inc.",39.54154,-82.41786499999999
Ohio Bowhunters Association,39.9176575,-83.1118875
Ohio State School of Cosmetology,40.0307109,-82.44155700000002
Ohio Thrift Stores,39.8916867,-83.0832278
Park National Bank,40.0304142,-82.4426287
Park Street Cantina,39.972233,-83.0051
Park Street Patio,39.9729923,-83.0047172
"Paul M. Ngatia, LPN",40.0645268,-82.41379859999999
Penske Truck Rental,39.934521,-82.8289071
Physicians Weight Loss Center,39.92038220000001,-82.87828429999999
Pickerington Ward,39.93792719999999,-82.8173762
Picture Me Portrait Studios,39.9268662,-83.12045300000001
Pitts Mark a DDS,39.9198679,-82.87869359999999
Post Oak Station,39.925839,-83.092134
Press Chemical & Pharmaceutical Labs,39.9264719,-82.88496150000002
Pro-Seal Asphalt Seal Coating,39.969088,-82.80776
Providence Home Health Care,40.062009,-82.989452
Public Storage,39.9207864,-82.8774536
Quality Auto Rental,39.5421056,-82.41697839999999
Quality Motorland of Logan Inc.,39.542148,-82.41689099999999
R Bar Arena,39.9707079,-83.0044262
Radiant Communications,39.9118219,-82.8236084
Real Live Communications,39.9240672,-83.092057
Redbox,39.9269661,-83.08988819999999
Reflections of Technique Dance,39.8916961,-83.0829143
Regal Nails Salon & Spa,39.9268662,-83.12045300000001
Reverend Allen Bonham,39.9391063,-83.1360218
Revol Wireless,40.03135109999999,-82.4432554
Reynoldsburg Ohio Real Estate,39.938982,-82.823556
Roby Group,39.9376439,-83.13901709999999
Rubberite Cypress Sponge,39.935611,-82.9478829
Rustys Park,40.0625588,-82.4144549
S James Rd & Dale Ave,39.963673,-82.914306
S James Rd & Fair Ave,39.96091699999999,-82.914546
SBM Home Maintenance,39.934955,-82.82649699999999
SMS Health Foundation,39.93739039999999,-82.8890175
SUBWAY®Restaurants,39.9268662,-83.12045300000001
Saint Cecelia School,39.9417283,-83.1411744
Salem Cemetery,39.91415029999999,-83.10767560000001
Shaw Accounting,40.0621,-82.4148869
"Shelly L. Mizelle, LPN",39.93688989999999,-82.8161879
Sherwin-Williams Paint Store,39.9091681,-82.8226092
Simply Elegant Nails,40.0619988,-82.98942509999999
SmartStyle Hair Salon,39.927715,-83.120476
South Scioto Performance Academy,39.92629399999999,-82.937899
Spell Bender Media,39.9690075,-82.8098914
Spherion,40.062009,-82.989452
Spring Creek Laundry,39.9112719,-82.8187152
Staples,40.029847,-82.442013
Stidoms Home,39.937877,-82.952265
Stratford East Apartments,39.913842,-82.82252199999999
Stratford Lakes Apartments,39.9127468,-82.8223289
Success Kidz East,39.93645600000001,-82.8276922
Sullivant Ave & Inah Ave,39.942834,-83.13797799999999
Sunlight Cleaners & Laundromat - Grove City,39.8916794,-83.0836521
Sutton Square Townhomes,39.9372852,-82.8839057
Swauve Hair Design,39.920324,-82.87867899999999
Sweet Success Bake Shop,39.9260045,-82.88677369999999
Talita's Mexican Kitchen,39.89169589999999,-83.08432739999999
Taste of Belgium North Market,39.9718555,-83.004403
Tax Xpress,39.92625170000001,-82.88505579999999
The Church of Jesus Christ of Latter-day Saints,39.937884,-82.81742
The Couture Cupcake Company,39.9390598,-82.8245791
The Elms Apartments,40.06122999999999,-82.9013138
The Home Depot,39.9345523,-82.8289559
The Social Club Lounge and Event Venue,39.9200506,-82.8783802
The Tile Shop,40.06213899999999,-82.99201699999999
Thorntons,39.91119620000001,-82.82330139999999
Tim Hortons,39.9118488,-82.8235206
Toe Emmanuel,39.925395,-82.937252
Tokyo Japanese Steakhouse,40.0306394,-82.4418069
Tool Rental Center at The Home Depot,39.9346407,-82.8288949
Tortas Gigantes,39.9242132,-83.0920079
Towne Clinic,40.0619444,-82.9881935
Tsr_sullivant Ave & Inah Ave,39.942929,-83.138296
US Marine Corps Recruiting,39.5420125,-82.4204091
US Post Office,40.0315105,-82.44091569999999
United Dairy Farmers,39.9273618,-83.0907369
Us Hair,39.9203059,-82.87828999999999
VIP Nails,39.9090187,-82.8226148
Val's Of The Caribbean,39.91140699999999,-82.81816789999999
Video Trader,40.030283,-82.44439899999999
Waffle House,39.9368254,-82.82987779999999
Walmart Pharmacy,39.926997,-83.120589
Walmart Photo Center (inside Walmart),39.9272,-83.11999999999999
Walmart Supercenter,39.92695680000001,-83.12053580000001
Walmart Tires & Auto Parts,39.9269524,-83.1204554
Walmart Vision & Glasses,39.9268864,-83.12062580000001
We're Rolling Pretzel Company,39.9268197,-83.1204989
Welgreen Technology Services Inc,39.919998,-82.87847839999999
Wendy's,39.893922,-83.0842
West End School,39.5420114,-82.4182101
West Side Media Group LLC,39.9422657,-83.1391295
Willowood,39.8937939,-83.08192079999999
Woodridge Place,39.9269547,-83.0921872
Woodside Presbyterian Church,40.06556399999999,-82.4162545
Woodside School,40.0642315,-82.4162652
Zanzis Pizza Grove City,39.8933725,-83.08465609999999
ecoATM/Gazelle,39.9267157,-83.1201141
home,39.93759470000001,-82.8847658
iforce Staffing,40.062038,-82.990061
tristar cleaning services,40.0649336,-82.9897385
